"","X.1","club.to","X","name","transfer.date","club.from","transfer.fee","positions","nationality","birth_place","appearances","total.goals","total.assists","substitutions_in","substitutions_out","yellowcards","secondyellow","redcards","penaltygoals","minutes.pr.goal","total.minutes.played","contract.left.month","birth.date","transferage","league","Status","searchresults"
"110",110,"Bournemouth",150,"Sylvain Distin","2015/7/1","Everton",0,"
                                Defender                            ","France","Bagnolet",20,0,0,1,1,0,0,0,0,NA,1691,NA,"1977/12/16",37.5386721423682,"Premier league","Promoted",15500
"111",111,"Bournemouth",140,"Benik Afobe","2016/1/10","Wolves",11310000,"
                                Attacker                            ","Congo DR","London",51,32,10,13,13,4,0,0,3,116,3701,29.6344969199179,"1993/2/12",22.9075975359343,"Premier league","Promoted",60500
"112",112,"Bournemouth",141,"Tyrone Mings","2015/7/1","Ipswich",9610000,"
                                Defender                            ","England","Bath",44,1,6,3,3,11,0,0,0,3782,3782,23.9835728952772,"1993/3/13",22.299794661191,"Premier league","Promoted",7530
"113",113,"Bournemouth",142,"Max Gradel","2015/8/4","Saint-Étienne",8500000,"
                                Attacker                            ","Cote d'Ivoire","Abidjan",40,17,5,9,9,7,0,0,4,175,2969,22.8665297741273,"1987/11/30",27.6769336071184,"Premier league","Promoted",40800
"114",114,"Bournemouth",143,"Lewis Grabban","2016/1/11","Norwich",7950000,"
                                Attacker                            ","Jamaica","London",36,12,4,13,13,2,0,1,1,178,2131,17.6098562628337,"1988/1/12",27.9972621492129,"Premier league","Promoted",5260
"115",115,"Bournemouth",144,"Glenn Murray","2015/9/1","Crystal Palace",4590000,"
                                Attacker                            ","England","Maryport",38,15,4,9,9,7,1,0,1,170,2544,9.95482546201232,"1983/9/25",31.9342915811088,"Premier league","Promoted",121000
"116",116,"Bournemouth",145,"Lee Tomlin","2015/8/4","Middlesbrough",3660000,"
                                Attacker                            ","England","Leicester",50,10,11,10,10,6,0,0,0,351,3512,22.8665297741273,"1989/1/12",26.5571526351814,"Premier league","Promoted",5950
"117",117,"Carpi",721,"Cristian Zaccardo","2015/8/31","AC Milan",0,"
                                Defender                            ","Italy","Formigine",3,1,1,0,0,0,0,1,0,210,210,9.98767967145791,"1981/12/21",33.6919917864476,"Serie A","Promoted",6600
"118",118,"Carpi",722,"Andrea Lazzari","2015/7/20","Fiorentina",0,"
                                Midfield                            ","Italy","Bergamo",9,0,1,5,5,0,0,0,0,NA,343,NA,"1984/12/3",30.6255989048597,"Serie A","Promoted",21600
"119",119,"Carpi",723,"Ryan Hiwat","2015/8/28","PSV U19",0,"
                                Midfield                            ","Netherlands","Rotterdam",19,5,0,5,5,0,0,0,0,235,1174,NA,"1996/3/5",19.4798083504449,"Serie A","Promoted",134
"120",120,"Carpi",724,"Kamil Wilczek","2015/7/1","Piast Gliwice",0,"
                                Attacker                            ","Poland","Wodzislaw Slaski",37,20,3,3,3,2,0,0,2,151,3013,NA,"1988/1/24",27.4332648870637,"Serie A","Promoted",492
"121",121,"Carpi",725,"Raphael Martinho","2015/7/28","Catania",0,"
                                Midfield                            ","Brazil","Campo Grande",22,4,5,5,5,6,0,0,0,371,1483,NA,"1988/4/15",27.2826830937714,"Serie A","Promoted",2010
"122",122,"Carpi",727,"Fabio Daprelà","2016/1/4","US Palermo",0,"
                                Defender                            ","Switzerland","Zürich",22,0,0,11,11,3,0,0,0,NA,1049,5.84804928131417,"1991/2/19",24.8733744010951,"Serie A","Promoted",1690
"123",123,"Carpi",719,"Nicolás Spolli","2015/7/23","Catania",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,11.2689938398357,"1983/2/20",32.4188911704312,"Serie A","Promoted",2320
"124",124,"Carpi",720,"Nicolás Spolli","2015/7/23","Catania",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,11.2689938398357,"1983/2/20",32.4188911704312,"Serie A","Promoted",2320
"125",125,"Celta de Vigo",378,"Iago Aspas","2015/7/7","Sevilla FC",4510000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,59.7946611909651,"1987/8/1",27.9315537303217,"La Liga","Middle Club",20800
"126",126,"Celta de Vigo",377,"Iago Aspas","2015/7/7","Sevilla FC",4510000,"
                                Attacker                            ","Spain","Moaña",25,10,2,16,16,2,0,0,1,94,938,59.7946611909651,"1987/8/1",27.9315537303217,"La Liga","Middle Club",20800
"127",127,"Celta de Vigo",380,"Claudio Beauvue","2016/1/16","Olympique Lyon",4250000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.750855578371,"La Liga","Middle Club",3270
"128",128,"Celta de Vigo",381,"Daniel Wass","2015/7/1","Évian",2550000,"
                                Midfield                            ","Denmark","Gladsaxe",35,10,4,5,5,2,0,1,1,267,2673,NA,"1989/5/31",26.0835044490075,"La Liga","Middle Club",6290
"129",129,"Celta de Vigo",383,"Dejan Drazic","2015/8/7","OFK Beograd",1020000,"
                                Attacker                            ","Serbia","Sombor",27,4,1,1,1,0,0,0,0,494,1975,16.8213552361396,"1995/9/26",19.8631074606434,"La Liga","Middle Club",279
"130",130,"Celta de Vigo",379,"Claudio Beauvue","2016/1/16","Olympique Lyon",4250000,"
                                Attacker                            ","Guadeloupe","Saint-Claude",52,27,6,4,4,2,0,0,7,160,4308,NA,"1988/4/16",27.750855578371,"La Liga","Middle Club",3270
"131",131,"Chelsea",6,"Matt Miazga","2016/1/30","NY Red Bulls",3910000,"
                                Defender                            ","United States","Clifton",33,1,2,2,2,5,2,0,0,2788,2788,NA,"1995/7/19",20.5338809034908,"Premier league","Top Club",13600
"132",132,"Chelsea",1,"Pedro","2015/8/20","FC Barcelona",22950000,"
                                Attacker                            ","Spain","Santa Cruz de ...",50,11,9,28,28,5,0,0,1,200,2199,46.3244353182752,"1987/7/28",28.062970568104,"Premier league","Top Club",442000
"133",133,"Chelsea",9,"Danilo Pantic","2015/7/23","Partizan",0,"
                                Midfield                            ","Serbia","Ruma",13,1,0,5,5,0,0,0,0,710,710,NA,"1996/10/26",18.7378507871321,"Premier league","Top Club",6110
"134",134,"Chelsea",4,"Kenedy","2015/8/22","Fluminense",6800000,"
                                Defender                            ","Brazil","Santa Rita do ...",2,0,0,1,1,0,0,0,0,NA,136,40.3121149897331,"1996/2/8",19.5345653661875,"Premier league","Top Club",40200
"135",135,"Chelsea",2,"Abdul Rahman Baba","2015/8/16","FC Augsburg",1.7e+07,"
                                Defender                            ","Ghana","Tamale",33,2,6,2,2,4,0,0,0,1417,2833,46.4558521560575,"1994/7/2",21.1225188227242,"Premier league","Top Club",6130
"136",136,"Chelsea",5,"Michael Hector","2015/9/1","Reading",4590000,"
                                Defender                            ","Jamaica","London",49,3,2,1,1,9,0,0,0,1456,4367,NA,"1992/7/19",23.1184120465435,"Premier league","Top Club",8490
"137",137,"Chelsea",7,"Nathan","2015/7/1","Atlético-PR",3400000,"
                                Attacker                            ","Brazil","Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996/3/13",19.2991101984942,"Premier league","Top Club",463000
"138",138,"Chelsea",8,"Papy Djilobodji","2015/9/1","FC Nantes",2980000,"
                                Defender                            ","Senegal","Kaolack",33,0,0,1,1,11,0,0,0,NA,2925,9.95482546201232,"1988/12/1",26.7488021902806,"Premier league","Top Club",14700
"139",139,"Chievo Verona",650,"Giampiero Pinzi","2015/8/31","Udinese Calcio",0,"
                                Midfield                            ","Italy","Roma",21,1,1,6,6,11,0,0,0,1439,1439,NA,"1981/3/11",34.4722792607803,"Serie A","Middle Club",25700
"140",140,"Chievo Verona",648,"Marco Calderoni","2015/7/1","Bari",85000,"
                                Defender                            ","Italy","Latisana",28,0,2,3,3,5,0,0,0,NA,2232,NA,"1989/2/18",26.362765229295,"Serie A","Middle Club",200
"141",141,"Chievo Verona",653,"Massimo Gobbi","2015/7/1","Parma",0,"
                                Defender                            ","Italy","Milano",34,0,3,3,3,11,0,0,0,NA,2831,NA,"1980/10/31",34.6639288158795,"Serie A","Middle Club",15400
"142",142,"Chievo Verona",644,"Valter Birsa","2015/7/2","AC Milan",1280000,"
                                Midfield                            ","Slovenia","Sempeter pri Gorici",36,0,1,5,5,4,0,0,0,NA,2359,NA,"1986/8/7",28.9007529089665,"Serie A","Middle Club",47600
"143",143,"Chievo Verona",645,"Ervin Zukanovic","2015/7/1","KAA Gent",850000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.3832991101985,"Serie A","Middle Club",2310
"144",144,"Chievo Verona",652,"Isaac Ntow","2015/8/19","Brescia",0,"
                                Defender                            ",NA,NA,3,0,0,0,0,0,0,0,0,NA,215,NA,"1994/5/26",21.2320328542094,"Serie A","Middle Club",397
"145",145,"Chievo Verona",643,"Lucas Castro","2015/7/1","Catania",2980000,"
                                Midfield                            ","Argentina","La Plata",26,6,2,7,7,7,0,0,0,313,1876,NA,"1989/4/9",26.2258726899384,"Serie A","Middle Club",11800
"146",146,"Chievo Verona",656,"Nicolás Spolli","2016/1/21","Carpi",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,NA,"1983/2/20",32.9171800136893,"Serie A","Middle Club",2320
"147",147,"Chievo Verona",646,"Ervin Zukanovic","2015/7/1","KAA Gent",850000,"
                                Defender                            ","Bosnia-Herzegovina","Sarajevo",29,2,2,1,1,7,0,0,0,1221,2441,NA,"1987/2/11",28.3832991101985,"Serie A","Middle Club",2310
"148",148,"Chievo Verona",647,"Nikola Ninkovic","2016/2/1","Partizan",468000,"
                                Midfield                            ","Serbia"," Bogatic",38,6,8,14,14,6,1,0,0,327,1962,4.92813141683778,"1994/12/19",21.119780971937,"Serie A","Middle Club",3390
"149",149,"Chievo Verona",654,"Simone Pepe","2015/8/11","Juventus",0,"
                                Attacker                            ","Italy","Albano Laziale",16,1,2,12,12,0,0,1,1,484,484,NA,"1983/8/30",31.9479808350445,"Serie A","Middle Club",8870
"150",150,"Chievo Verona",655,"Nicolás Spolli","2016/1/21","Carpi",0,"
                                Defender                            ","Argentina","Coronel Bogado",18,0,0,2,2,9,0,1,0,NA,1376,NA,"1983/2/20",32.9171800136893,"Serie A","Middle Club",2320
"151",151,"Crystal Palace",71,"Bakary Sako","2015/8/5","Wolves",0,"
                                Attacker                            ","Mali","Ivry-sur-Seine",43,15,10,3,3,2,0,1,3,238,3572,NA,"1988/4/26",27.27446954141,"Premier league","Middle Club",25400
"152",152,"Crystal Palace",69,"Connor Wickham","2015/8/3","Sunderland",8500000,"
                                Attacker                            ","England","Hereford",40,6,1,8,8,8,0,0,0,496,2974,46.8829568788501,"1993/3/31",22.3408624229979,"Premier league","Middle Club",26100
"153",153,"Crystal Palace",68,"Yohan Cabaye","2015/7/10","Paris SG",11820000,"
                                Midfield                            ","France","Tourcoing",36,2,1,16,16,7,1,0,0,817,1634,23.6878850102669,"1986/1/14",29.4839151266256,"Premier league","Middle Club",474000
"154",154,"Dep. La Coruña",428,"Pedro Mosquera","2015/7/24","Elche CF",0,"
                                Midfield                            ","Spain","A Coruña",27,1,2,1,1,5,0,0,0,2309,2309,NA,"1988/4/21",27.2553045859001,"La Liga","Buttom Club",2800
"155",155,"Dep. La Coruña",426,"Jonás Gutiérrez","2015/8/31","Newcastle",0,"
                                Midfield                            ","Argentina","Sáenz Peña",12,2,2,4,4,4,0,0,0,407,814,NA,"1983/7/5",32.1560574948665,"La Liga","Buttom Club",22800
"156",156,"Dep. La Coruña",424,"Fernando Navarro","2015/7/1","Sevilla FC",0,"
                                Defender                            ","Spain","Barcelona",32,0,2,5,5,7,0,0,0,NA,2441,NA,"1982/6/25",33.015742642026,"La Liga","Buttom Club",7550
"157",157,"Dep. La Coruña",425,"Cani","2015/7/23","Villarreal CF",0,"
                                Midfield                            ","Spain","Zaragoza",20,2,4,9,9,3,0,0,0,479,958,NA,"1981/8/3",33.968514715948,"La Liga","Buttom Club",22300
"158",158,"Dep. La Coruña",423,"Lucas","2015/8/12","PAOK Saloniki",1280000,"
                                Attacker                            ","Spain","A Coruña",21,6,3,1,1,6,0,0,1,259,1554,10.611909650924,"1988/9/10",26.9185489390828,"La Liga","Buttom Club",555000
"159",159,"E. Frankfurt",248,"Änis Ben-Hatira","2016/2/1","Hertha BSC",0,"
                                Attacker                            ","Tunisia","Berlin",16,4,4,5,5,3,0,0,0,212,847,4.92813141683778,"1988/7/18",27.5400410677618,"Bundesliga","Middle Club",2150
"160",160,"E. Frankfurt",241,"Marco Fabián","2016/1/1","Guadalajara",3150000,"
                                Midfield                            ","Mexico","Guadalajara",42,9,5,6,6,8,0,0,1,356,3203,17.9383983572895,"1989/7/21",26.4476386036961,"Bundesliga","Middle Club",28300
"161",161,"E. Frankfurt",242,"Luc Castaignos","2015/7/1","FC Twente",2130000,"
                                Attacker                            ","Netherlands","Schiedam",35,14,0,2,2,5,0,0,0,199,2792,11.9917864476386,"1992/9/27",22.757015742642,"Bundesliga","Middle Club",6690
"162",162,"E. Frankfurt",245,"Mijat Gacinovic","2015/8/12","Vojvodina",1020000,"
                                Attacker                            ","Serbia","Novi Sad",27,11,1,2,2,2,0,0,0,200,2195,22.6036960985626,"1995/2/8",20.5065023956194,"Bundesliga","Middle Club",834
"163",163,"E. Frankfurt",246,"Szabolcs Huszti","2016/1/1","CC Yatai",213000,"
                                Midfield                            ","Hungary","Miskolc",25,6,5,0,0,7,1,0,0,346,2078,11.9917864476386,"1983/4/18",32.7063655030801,"Bundesliga","Middle Club",3390
"164",164,"E. Frankfurt",244,"David Abraham","2015/7/2","TSG Hoffenheim",1280000,"
                                Defender                            ","Argentina","Chabás",15,0,2,6,6,3,0,0,0,NA,923,11.958932238193,"1986/7/15",28.9637234770705,"Bundesliga","Middle Club",5860
"165",165,"E. Frankfurt",250,"Stefan Reinartz","2015/7/1","Bay. Leverkusen",0,"
                                Midfield                            ","Germany","Engelskirchen",21,1,0,10,10,2,0,0,0,1195,1195,NA,"1989/1/1",26.4941820670773,"Bundesliga","Middle Club",4910
"166",166,"E. Frankfurt",247,"Yanni Regäsel","2016/2/1","Hertha BSC",102000,"
                                Defender                            ","Germany","Berlin",29,0,2,0,0,2,0,1,0,NA,2367,4.92813141683778,"1996/1/13",20.0520191649555,"Bundesliga","Middle Club",597
"167",167,"Espanyol",396,"Mickael Ciani","2015/8/16","Sporting CP",0,"
                                Defender                            ","France","Paris",12,0,0,3,3,1,0,0,0,NA,869,22.4722792607803,"1984/4/6",31.3593429158111,"La Liga","Middle Club",2900
"168",168,"Espanyol",393,"Óscar Duarte","2016/1/26","Club Brugge",978000,"
                                Defender                            ","Costa Rica","Catarina",51,5,2,0,0,2,0,2,0,894,4469,17.1170431211499,"1989/6/3",26.6475017111567,"La Liga","Middle Club",1100
